Date,Month,Year,Area,Property_type,Bedroom,Sale_Price,Price_per_sqft,Rent
1/03/2020,March,2020,Business Bay,Apartment,4,"2,900,000","1,009","237,500"
1/04/2020,April,2020,Business Bay,Apartment,4,"3,800,000",819,"250,000"
1/05/2020,May,2020,Business Bay,Apartment,4,"4,500,000","1,188","245,000"
1/06/2020,June,2020,Business Bay,Apartment,4,"5,358,215","1,780","227,000"
1/07/2020,July,2020,Business Bay,Apartment,4,"6,018,387","1,780","185,000"
1/08/2020,August,2020,Business Bay,Apartment,4,"3,250,000",943,"204,495"
1/09/2020,September,2020,Business Bay,Apartment,4,"3,500,000","1,022","182,500"
1/10/2020,October,2020,Business Bay,Apartment,4,"3,623,550",824,"200,000"
1/11/2020,November,2020,Business Bay,Apartment,4,"2,705,042","1,235","200,000"
1/12/2020,December,2020,Business Bay,Apartment,4,"2,000,000",914,"209,500"
1/01/2021,January,2021,Business Bay,Apartment,4,"2,655,500",925,"200,000"
1/02/2021,February,2021,Business Bay,Apartment,4,"2,693,314","1,235","165,000"
1/03/2021,March,2021,Business Bay,Apartment,4,"2,180,000",959,"190,000"
1/03/2019,March,2019,Palm Jumeirah,Apartment,0,"750,000","1,420",65000
1/04/2019,April,2019,Palm Jumeirah,Apartment,0,"831,000","1,620","65,000"
1/05/2019,May,2019,Palm Jumeirah,Apartment,0,"920,000","1,829","60,000"
1/06/2019,June,2019,Palm Jumeirah,Apartment,0,"1,200,000","1,312","65,000"
1/07/2019,July,2019,Palm Jumeirah,Apartment,0,"945,000","1,340","70,000"
1/08/2019,August,2019,Palm Jumeirah,Apartment,0,"700,000","1,386","65,000"
1/09/2019,September,2019,Palm Jumeirah,Apartment,0,"985,000","1,875","70,000"
1/10/2019,October,2019,Palm Jumeirah,Apartment,0,"1,273,289","2,383","58,100"
1/11/2019,November,2019,Palm Jumeirah,Apartment,0,"1,321,434","2,289","70,000"
1/12/2019,December,2019,Palm Jumeirah,Apartment,0,"567,009",847,"60,000"
1/01/2020,January,2020,Palm Jumeirah,Apartment,0,"600,000",950,"68,000"
1/02/2020,February,2020,Palm Jumeirah,Apartment,0,"799,000","1,883","69,250"
1/03/2020,March,2020,Palm Jumeirah,Apartment,0,"682,500","1,247","65,000"
1/04/2020,April,2020,Palm Jumeirah,Apartment,0,"667,000","1,250","53,750"
1/05/2020,May,2020,Palm Jumeirah,Apartment,0,"850,000","1,988","60,000"
1/06/2020,June,2020,Palm Jumeirah,Apartment,0,"820,000","2,009","55,000"
1/07/2020,July,2020,Palm Jumeirah,Apartment,0,"616,500","1,190","60,000"
1/08/2020,August,2020,Palm Jumeirah,Apartment,0,"600,000","1,188","58,000"
1/09/2020,September,2020,Palm Jumeirah,Apartment,0,"715,000","1,917","50,000"
1/10/2020,October,2020,Palm Jumeirah,Apartment,0,"755,000","1,298","55,000"
1/11/2020,November,2020,Palm Jumeirah,Apartment,0,"853,888","1,985","50,000"
1/12/2020,December,2020,Palm Jumeirah,Apartment,0,"650,000","1,285","48,000"
1/01/2021,January,2021,Palm Jumeirah,Apartment,0,"740,000","1,359","55,000"
1/02/2021,February,2021,Palm Jumeirah,Apartment,0,"913,888","1,988","53,000"
1/03/2021,March,2021,Palm Jumeirah,Apartment,0,"850,000","1,616","55,000"
1/04/2019,April,2019,Palm Jumeirah,Apartment,1,"1,500,000","1,117","95,000"
1/05/2019,May,2019,Palm Jumeirah,Apartment,1,"1,700,000","1,312","115,000"
1/06/2019,June,2019,Palm Jumeirah,Apartment,1,"1,300,000","1,204","102,500"
1/07/2019,July,2019,Palm Jumeirah,Apartment,1,"1,510,053","1,295","116,750"
1/08/2019,August,2019,Palm Jumeirah,Apartment,1,"1,650,000","1,442","98,750"
1/09/2019,September,2019,Palm Jumeirah,Apartment,1,"1,417,283","1,232","85,000"
1/10/2019,October,2019,Palm Jumeirah,Apartment,1,"1,391,702","1,218","100,000"
1/11/2019,November,2019,Palm Jumeirah,Apartment,1,"1,510,025","1,321","105,000"
1/12/2019,December,2019,Palm Jumeirah,Apartment,1,"1,315,000","1,121","85,000"
1/01/2020,January,2020,Palm Jumeirah,Apartment,1,"1,850,000","1,354","100,000"
1/02/2020,February,2020,Palm Jumeirah,Apartment,1,"1,075,000",928,"105,000"
1/03/2020,March,2020,Palm Jumeirah,Apartment,1,"2,000,000","1,646","90,000"
1/04/2020,April,2020,Palm Jumeirah,Apartment,1,"1,464,144","1,272","85,000"
1/05/2020,May,2020,Palm Jumeirah,Apartment,1,"1,537,500","1,334","85,000"
1/06/2020,June,2020,Palm Jumeirah,Apartment,1,"1,625,000","1,214","90,000"
1/07/2020,July,2020,Palm Jumeirah,Apartment,1,"1,511,953","1,252","90,000"
1/08/2020,August,2020,Palm Jumeirah,Apartment,1,"2,185,000","1,742","100,000"
1/09/2020,September,2020,Palm Jumeirah,Apartment,1,"1,400,000","1,209","73,500"
1/10/2020,October,2020,Palm Jumeirah,Apartment,1,"2,037,500","1,609","85,000"
1/11/2020,November,2020,Palm Jumeirah,Apartment,1,"1,300,000","1,048","100,000"
1/12/2020,December,2020,Palm Jumeirah,Apartment,1,"1,365,000","1,464","86,000"
1/01/2021,January,2021,Palm Jumeirah,Apartment,1,"1,500,000","1,121","70,000"
1/02/2021,February,2021,Palm Jumeirah,Apartment,1,"1,517,500","1,310","84,000"
1/03/2021,March,2021,Palm Jumeirah,Apartment,1,"1,585,000","1,380","105,000"
1/04/2019,April,2019,Palm Jumeirah,Apartment,2,"2,055,000","1,096","132,500"
1/05/2019,May,2019,Palm Jumeirah,Apartment,2,"2,100,000","1,229","150,000"
1/06/2019,June,2019,Palm Jumeirah,Apartment,2,"1,700,000",935,"118,750"
1/07/2019,July,2019,Palm Jumeirah,Apartment,2,"1,875,000","1,050","110,000"
1/08/2019,August,2019,Palm Jumeirah,Apartment,2,"1,748,000","1,007","141,500"
1/09/2019,September,2019,Palm Jumeirah,Apartment,2,"1,975,000","1,202","175,000"
1/10/2019,October,2019,Palm Jumeirah,Apartment,2,"1,680,000",935,"110,000"
1/11/2019,November,2019,Palm Jumeirah,Apartment,2,"1,425,000",919,"122,500"
1/12/2019,December,2019,Palm Jumeirah,Apartment,2,"1,644,840",930,"130,000"
1/01/2020,January,2020,Palm Jumeirah,Apartment,2,"1,875,000",928,"125,000"
1/02/2020,February,2020,Palm Jumeirah,Apartment,2,"1,600,000",900,"118,500"
1/03/2020,March,2020,Palm Jumeirah,Apartment,2,"2,300,000","1,168","135,000"
1/04/2020,April,2020,Palm Jumeirah,Apartment,2,"1,750,000",994,"128,000"
1/05/2020,May,2020,Palm Jumeirah,Apartment,2,"1,700,000",908,"95,000"
1/06/2020,June,2020,Palm Jumeirah,Apartment,2,"2,350,000","1,230","131,500"
1/07/2020,July,2020,Palm Jumeirah,Apartment,2,"1,749,000","1,128","95,000"
1/08/2020,August,2020,Palm Jumeirah,Apartment,2,"1,730,000","1,000","103,000"
1/09/2020,September,2020,Palm Jumeirah,Apartment,2,"1,525,000",774,"107,500"
1/10/2020,October,2020,Palm Jumeirah,Apartment,2,"1,500,000","1,036","115,000"
1/11/2020,November,2020,Palm Jumeirah,Apartment,2,"1,507,500",867,"112,500"
1/12/2020,December,2020,Palm Jumeirah,Apartment,2,"2,175,000","1,098","90,000"
1/01/2021,January,2021,Palm Jumeirah,Apartment,2,"1,800,000",975,"112,500"
1/02/2021,February,2021,Palm Jumeirah,Apartment,2,"1,725,000",963,"122,500"
1/03/2021,March,2021,Palm Jumeirah,Apartment,2,"1,060,000","1,152","120,000"
1/04/2019,April,2019,Palm Jumeirah,Apartment,3,"3,000,000","1,262","145,000"
1/05/2019,May,2019,Palm Jumeirah,Apartment,3,"2,012,500",910,"198,000"
1/06/2019,June,2019,Palm Jumeirah,Apartment,3,"3,900,000","1,168","175,000"
1/07/2019,July,2019,Palm Jumeirah,Apartment,3,"2,850,000",728,"150,000"
1/08/2019,August,2019,Palm Jumeirah,Apartment,3,"3,225,000","1,439","145,000"
1/09/2019,September,2019,Palm Jumeirah,Apartment,3,"3,369,500",875,"190,000"
1/10/2019,October,2019,Palm Jumeirah,Apartment,3,"2,100,000",915,"162,500"
1/11/2019,November,2019,Palm Jumeirah,Apartment,3,"3,000,000",962,"165,000"
1/12/2019,December,2019,Palm Jumeirah,Apartment,3,"2,025,000",802,"180,000"
1/01/2020,January,2020,Palm Jumeirah,Apartment,3,"3,915,400","1,425","167,500"
1/02/2020,February,2020,Palm Jumeirah,Apartment,3,"2,035,000",888,"178,750"
1/03/2020,March,2020,Palm Jumeirah,Apartment,3,"4,700,000","1,100","165,000"
1/04/2020,April,2020,Palm Jumeirah,Apartment,3,"2,387,500","1,039","185,000"
1/05/2020,May,2020,Palm Jumeirah,Apartment,3,"3,400,000","1,215","125,000"
1/06/2020,June,2020,Palm Jumeirah,Apartment,3,"1,990,760",905,"155,000"
1/07/2020,July,2020,Palm Jumeirah,Apartment,3,"1,850,000",848,"150,000"
1/08/2020,August,2020,Palm Jumeirah,Apartment,3,"2,787,500","1,105","170,000"
1/09/2020,September,2020,Palm Jumeirah,Apartment,3,"1,720,000",757,"152,500"
1/10/2020,October,2020,Palm Jumeirah,Apartment,3,"3,012,500",830,"190,000"
1/11/2020,November,2020,Palm Jumeirah,Apartment,3,"2,380,000",953,"150,000"
1/12/2020,December,2020,Palm Jumeirah,Apartment,3,"2,570,000",962,"175,000"
1/01/2021,January,2021,Palm Jumeirah,Apartment,3,"2,625,000",935,"140,000"
1/02/2021,February,2021,Palm Jumeirah,Apartment,3,"2,900,000",962,"135,000"
1/03/2021,March,2021,Palm Jumeirah,Apartment,3,"3,297,693","1,097","170,000"
1/03/2019,March,2019,Palm Jumeirah,Apartment,4,"7,239,662","1,242","330,000"
1/04/2019,April,2019,Palm Jumeirah,Apartment,4,"6,015,500","1,155","330,000"
1/05/2019,May,2019,Palm Jumeirah,Apartment,4,"4,530,000","1,070","340,000"
1/06/2019,June,2019,Palm Jumeirah,Apartment,4,"1,993,707",537,"300,000"
1/07/2019,July,2019,Palm Jumeirah,Apartment,4,"3,240,000",710,"330,000"
1/08/2019,August,2019,Palm Jumeirah,Apartment,4,"4,550,000",859,"350,000"
1/09/2019,September,2019,Palm Jumeirah,Apartment,4,"5,620,000","1,141","320,000"
1/10/2019,October,2019,Palm Jumeirah,Apartment,4,"10,900,000","2,057","480,000"
1/11/2019,November,2019,Palm Jumeirah,Apartment,4,"6,624,302","1,448","300,000"
1/12/2019,December,2019,Palm Jumeirah,Apartment,4,"5,834,302","1,100","217,500"
1/01/2020,January,2020,Palm Jumeirah,Apartment,4,"11,200,000","1,919","382,500"
1/02/2020,February,2020,Palm Jumeirah,Apartment,4,"5,625,000","1,381","400,000"
1/03/2020,March,2020,Palm Jumeirah,Apartment,4,"14,000,000","2,250","340,000"
1/04/2020,April,2020,Palm Jumeirah,Apartment,4,"22,562,500","1,935","399,999"
1/05/2020,May,2020,Palm Jumeirah,Apartment,4,"12,625,000","2,004","350,000"
1/06/2020,June,2020,Palm Jumeirah,Apartment,4,"6,400,000","1,300","310,000"
1/07/2020,July,2020,Palm Jumeirah,Apartment,4,"21,000,000","2,248","325,000"
1/08/2020,August,2020,Palm Jumeirah,Apartment,4,"7,350,000","1,358","325,000"
1/09/2020,September,2020,Palm Jumeirah,Apartment,4,"15,950,000","1,110","320,000"
1/10/2020,October,2020,Palm Jumeirah,Apartment,4,"4,400,000",894,"285,000"
1/11/2020,November,2020,Palm Jumeirah,Apartment,4,"5,400,000",765,"250,000"
1/12/2020,December,2020,Palm Jumeirah,Apartment,4,"15,950,000","2,844","235,000"
1/01/2021,January,2021,Palm Jumeirah,Apartment,4,"17,340,000","2,535","340,000"
1/02/2021,February,2021,Palm Jumeirah,Apartment,4,"6,550,000","1,326","350,000"
1/03/2021,March,2021,Palm Jumeirah,Apartment,4,"3,300,000",984,"320,000"
1/04/2019,April,2019,Dubai Silicon Oasis,Apartment,0,"305,000",865,"30,000"
1/05/2019,May,2019,Dubai Silicon Oasis,Apartment,0,"322,500",722,"27,000"
1/06/2019,June,2019,Dubai Silicon Oasis,Apartment,0,"320,000",892,"28,000"
1/07/2019,July,2019,Dubai Silicon Oasis,Apartment,0,"300,000",568,"28,500"
1/08/2019,August,2019,Dubai Silicon Oasis,Apartment,0,"345,000",902,"30,000"
1/09/2019,September,2019,Dubai Silicon Oasis,Apartment,0,"260,000",669,"28,000"
1/10/2019,October,2019,Dubai Silicon Oasis,Apartment,0,"290,000",696,"27,000"
1/11/2019,November,2019,Dubai Silicon Oasis,Apartment,0,"287,500",667,"34,000"
1/12/2019,December,2019,Dubai Silicon Oasis,Apartment,0,"290,000",680,"33,000"
1/01/2020,January,2020,Dubai Silicon Oasis,Apartment,0,"280,000",632,"32,000"
1/02/2020,February,2020,Dubai Silicon Oasis,Apartment,0,"285,000","1,019","32,000"
1/03/2020,March,2020,Dubai Silicon Oasis,Apartment,0,"349,365",692,"26,000"
1/04/2020,April,2020,Dubai Silicon Oasis,Apartment,0,"381,000",739,"31,000"
1/05/2020,May,2020,Dubai Silicon Oasis,Apartment,0,"359,620",698,"24,000"
1/06/2020,June,2020,Dubai Silicon Oasis,Apartment,0,"359,883",693,"26,000"
1/07/2020,July,2020,Dubai Silicon Oasis,Apartment,0,"350,000",689,"30,000"
1/08/2020,August,2020,Dubai Silicon Oasis,Apartment,0,"340,000",675,"30,000"
1/09/2020,September,2020,Dubai Silicon Oasis,Apartment,0,"275,000",561,"25,500"
1/10/2020,October,2020,Dubai Silicon Oasis,Apartment,0,"237,500",567,"32,000"
1/11/2020,November,2020,Dubai Silicon Oasis,Apartment,0,"267,500",622,"23,500"
1/12/2020,December,2020,Dubai Silicon Oasis,Apartment,0,"292,500",676,"24,000"
1/01/2021,January,2021,Dubai Silicon Oasis,Apartment,0,"318,000",658,"24,000"
1/02/2021,February,2021,Dubai Silicon Oasis,Apartment,0,"305,000",636,"24,000"
1/03/2021,March,2021,Dubai Silicon Oasis,Apartment,0,"305,428",680,"29,000"
1/04/2019,April,2019,Dubai Silicon Oasis,Apartment,1,"415,000",519,"41,000"
1/05/2019,May,2019,Dubai Silicon Oasis,Apartment,1,"500,000",597,"43,000"
1/06/2019,June,2019,Dubai Silicon Oasis,Apartment,1,"430,000",546,"40,000"
1/07/2019,July,2019,Dubai Silicon Oasis,Apartment,1,"425,000",553,"43,000"
1/08/2019,August,2019,Dubai Silicon Oasis,Apartment,1,"450,000",597,"39,000"
1/09/2019,September,2019,Dubai Silicon Oasis,Apartment,1,"402,236",526,"41,000"
1/10/2019,October,2019,Dubai Silicon Oasis,Apartment,1,"386,500",485,"38,500"
1/11/2019,November,2019,Dubai Silicon Oasis,Apartment,1,"395,000",481,"40,500"
1/12/2019,December,2019,Dubai Silicon Oasis,Apartment,1,"387,500",456,"42,000"
1/01/2020,January,2020,Dubai Silicon Oasis,Apartment,1,"500,000",584,"36,000"
1/02/2020,February,2020,Dubai Silicon Oasis,Apartment,1,"360,000",450,"39,500"
1/03/2020,March,2020,Dubai Silicon Oasis,Apartment,1,"504,000",530,"36,000"
1/04/2020,April,2020,Dubai Silicon Oasis,Apartment,1,"630,000",615,"35,500"
1/05/2020,May,2020,Dubai Silicon Oasis,Apartment,1,"480,000",410,"35,000"
1/06/2020,June,2020,Dubai Silicon Oasis,Apartment,1,"452,126",470,"35,000"
1/07/2020,July,2020,Dubai Silicon Oasis,Apartment,1,"380,000",497,"45,000"
1/08/2020,August,2020,Dubai Silicon Oasis,Apartment,1,"450,000",469,"36,000"
1/09/2020,September,2020,Dubai Silicon Oasis,Apartment,1,"415,000",465,"42,000"
1/10/2020,October,2020,Dubai Silicon Oasis,Apartment,1,"480,000",522,"36,500"
1/11/2020,November,2020,Dubai Silicon Oasis,Apartment,1,"405,000",534,"39,500"
1/12/2020,December,2020,Dubai Silicon Oasis,Apartment,1,"360,000",425,"34,000"
1/01/2021,January,2021,Dubai Silicon Oasis,Apartment,1,"500,000",570,"45,000"
1/02/2021,February,2021,Dubai Silicon Oasis,Apartment,1,"465,000",534,"40,000"
1/03/2021,March,2021,Dubai Silicon Oasis,Apartment,1,"390,000",510,"35,000"
1/03/2019,March,2019,Dubai Silicon Oasis,Apartment,2,"495,000",484,"55,000"
1/04/2019,April,2019,Dubai Silicon Oasis,Apartment,2,"497,500",583,"55,000"
1/05/2019,May,2019,Dubai Silicon Oasis,Apartment,2,"550,000",407,"68,000"
1/06/2019,June,2019,Dubai Silicon Oasis,Apartment,2,"691,560",737,"68,000"
1/07/2019,July,2019,Dubai Silicon Oasis,Apartment,2,"720,000",490,"70,000"
1/08/2019,August,2019,Dubai Silicon Oasis,Apartment,2,"687,075",806,"67,500"
1/09/2019,September,2019,Dubai Silicon Oasis,Apartment,2,"535,000",540,"70,000"
1/10/2019,October,2019,Dubai Silicon Oasis,Apartment,2,"535,000",485,"70,000"
1/11/2019,November,2019,Dubai Silicon Oasis,Apartment,2,"681,600",542,"63,000"
1/12/2019,December,2019,Dubai Silicon Oasis,Apartment,2,"852,244",684,"65,000"
1/01/2020,January,2020,Dubai Silicon Oasis,Apartment,2,"850,000",581,"67,000"
1/02/2020,February,2020,Dubai Silicon Oasis,Apartment,2,"582,500",513,"67,999"
1/03/2020,March,2020,Dubai Silicon Oasis,Apartment,2,"921,718",470,"70,000"
1/04/2020,April,2020,Dubai Silicon Oasis,Apartment,2,"740,000",430,"50,000"
1/05/2020,May,2020,Dubai Silicon Oasis,Apartment,2,"560,000",404,"65,000"
1/06/2020,June,2020,Dubai Silicon Oasis,Apartment,2,"550,000",379,"66,000"
1/07/2020,July,2020,Dubai Silicon Oasis,Apartment,2,"700,000",528,"60,000"
1/08/2020,August,2020,Dubai Silicon Oasis,Apartment,2,"498,500",438,"65,000"
1/09/2020,September,2020,Dubai Silicon Oasis,Apartment,2,"750,000",609,"62,000"
1/10/2020,October,2020,Dubai Silicon Oasis,Apartment,2,"520,000",513,"52,000"
1/11/2020,November,2020,Dubai Silicon Oasis,Apartment,2,"819,391",547,"56,000"
1/12/2020,December,2020,Dubai Silicon Oasis,Apartment,2,"621,026",489,"62,000"
1/01/2021,January,2021,Dubai Silicon Oasis,Apartment,2,"900,000",564,"58,000"
1/02/2021,February,2021,Dubai Silicon Oasis,Apartment,2,"784,303",670,"58,000"
1/03/2021,March,2021,Dubai Silicon Oasis,Apartment,2,"857,814",669,"57,000"
1/03/2019,March,2019,Dubai Silicon Oasis,Apartment,3,"1,310,000",748,"120,000"
1/04/2019,April,2019,Dubai Silicon Oasis,Apartment,3,"1,000,000",444,"120,000"
1/05/2019,May,2019,Dubai Silicon Oasis,Apartment,3,"1,300,000",737,"99,500"
1/06/2019,June,2019,Dubai Silicon Oasis,Apartment,3,"1,500,000",785,"100,000"
1/07/2019,July,2019,Dubai Silicon Oasis,Apartment,3,"1,285,125",711,"95,000"
1/08/2019,August,2019,Dubai Silicon Oasis,Apartment,3,"1,300,000",743,"95,000"
1/09/2019,September,2019,Dubai Silicon Oasis,Apartment,3,"1,211,106",703,"95,000"
1/10/2019,October,2019,Dubai Silicon Oasis,Apartment,3,"1,175,000",504,"90,000"
1/11/2019,November,2019,Dubai Silicon Oasis,Apartment,3,"1,195,000",646,"95,000"
1/12/2019,December,2019,Dubai Silicon Oasis,Apartment,3,"1,190,000",681,"100,000"
1/01/2020,January,2020,Dubai Silicon Oasis,Apartment,3,"1,164,836",623,"90,000"
1/02/2020,February,2020,Dubai Silicon Oasis,Apartment,3,"780,000",489,"105,000"
1/03/2020,March,2020,Dubai Silicon Oasis,Apartment,3,"770,000",485,"105,000"
1/04/2020,April,2020,Dubai Silicon Oasis,Apartment,3,"1,104,660",615,"105,000"
1/05/2020,May,2020,Dubai Silicon Oasis,Apartment,3,"1,100,000",610,"104,000"
1/06/2020,June,2020,Dubai Silicon Oasis,Apartment,3,"765,000",460,"104,000"
1/07/2020,July,2020,Dubai Silicon Oasis,Apartment,3,"1,104,660",610,"104,500"
1/08/2020,August,2020,Dubai Silicon Oasis,Apartment,3,"765,000",452,"90,000"
1/09/2020,September,2020,Dubai Silicon Oasis,Apartment,3,"1,100,000",578,"95,000"
1/10/2020,October,2020,Dubai Silicon Oasis,Apartment,3,"1,104,090",651,"90,000"
1/11/2020,November,2020,Dubai Silicon Oasis,Apartment,3,"1,137,567",506,"88,000"
1/12/2020,December,2020,Dubai Silicon Oasis,Apartment,3,"1,100,000",600,"90,000"
1/01/2021,January,2021,Dubai Silicon Oasis,Apartment,3,"900,000",554,"80,000"
1/02/2021,February,2021,Dubai Silicon Oasis,Apartment,3,"1,000,000",480,"84,944"
1/03/2021,March,2021,Dubai Silicon Oasis,Apartment,3,"760,000",507,"80,000"
1/03/2019,March,2019,Dubai Silicon Oasis,Apartment,4,"2,600,000","1,204","135,000"
1/04/2019,April,2019,Dubai Silicon Oasis,Apartment,4,"2,600,000","1,204","135,000"
1/05/2019,May,2019,Dubai Silicon Oasis,Apartment,4,"2,600,000","1,204","132,500"
1/06/2019,June,2019,Dubai Silicon Oasis,Apartment,4,"2,487,000","1,095","132,500"
1/07/2019,July,2019,Dubai Silicon Oasis,Apartment,4,"2,350,000",989,"135,000"
1/08/2019,August,2019,Dubai Silicon Oasis,Apartment,4,"2,100,000",774,"135,000"
1/09/2019,September,2019,Dubai Silicon Oasis,Apartment,4,"2,000,000",737,"135,000"
1/10/2019,October,2019,Dubai Silicon Oasis,Apartment,4,"2,000,000",737,"135,000"
1/11/2019,November,2019,Dubai Silicon Oasis,Apartment,4,"2,100,000",774,"130,000"
1/12/2019,December,2019,Dubai Silicon Oasis,Apartment,4,"2,000,000",737,"127,500"
1/01/2020,January,2020,Dubai Silicon Oasis,Apartment,4,"2,100,000",774,"130,000"
1/02/2020,February,2020,Dubai Silicon Oasis,Apartment,4,"2,325,000",992,"180,000"
1/03/2020,March,2020,Dubai Silicon Oasis,Apartment,4,"2,600,000","1,204","127,500"
1/04/2020,April,2020,Dubai Silicon Oasis,Apartment,4,"2,100,000","1,204","125,000"
1/05/2020,May,2020,Dubai Silicon Oasis,Apartment,4,"1,800,000",905,"130,000"
1/06/2020,June,2020,Dubai Silicon Oasis,Apartment,4,"1,650,000",774,"115,000"
1/07/2020,July,2020,Dubai Silicon Oasis,Apartment,4,"1,650,000",725,"112,500"
1/08/2020,August,2020,Dubai Silicon Oasis,Apartment,4,"950,000",664,"125,000"
1/09/2020,September,2020,Dubai Silicon Oasis,Apartment,4,"1,650,000",609,"117,500"
1/10/2020,October,2020,Dubai Silicon Oasis,Apartment,4,"1,650,000",609,"192,500"
1/11/2020,November,2020,Dubai Silicon Oasis,Apartment,4,"1,650,000",546,"135,000"
1/12/2020,December,2020,Dubai Silicon Oasis,Apartment,4,"1,650,000",609,"250,000"
1/01/2021,January,2021,Dubai Silicon Oasis,Apartment,4,"1,650,000",609,"1,650,000"
1/02/2021,February,2021,Dubai Silicon Oasis,Apartment,4,"1,650,000",609,"1,650,000"
1/03/2021,March,2021,Dubai Silicon Oasis,Apartment,4,"1,650,000",609,"107,500"
1/04/2019,April,2019,Jumeirah Beach Residence,Apartment,0,"956,250","1,535","70,000"
1/05/2019,May,2019,Jumeirah Beach Residence,Apartment,0,"1,070,000","1,538","68,000"
1/06/2019,June,2019,Jumeirah Beach Residence,Apartment,0,"1,012,500","1,530","68,000"
1/07/2019,July,2019,Jumeirah Beach Residence,Apartment,0,"1,050,000","1,502","55,000"
1/08/2019,August,2019,Jumeirah Beach Residence,Apartment,0,"700,000",980,"68,000"
1/09/2019,September,2019,Jumeirah Beach Residence,Apartment,0,"700,000",980,"68,000"
1/10/2019,October,2019,Jumeirah Beach Residence,Apartment,0,"852,500","1,195","69,000"
1/11/2019,November,2019,Jumeirah Beach Residence,Apartment,0,"950,000","1,255","65,000"
1/12/2019,December,2019,Jumeirah Beach Residence,Apartment,0,"900,000","1,261","60,000"
1/01/2020,January,2020,Jumeirah Beach Residence,Apartment,0,"870,000","1,244","65,000"
1/02/2020,February,2020,Jumeirah Beach Residence,Apartment,0,"877,500","1,245","60,000"
1/03/2020,March,2020,Jumeirah Beach Residence,Apartment,0,"875,000","1,226","60,000"
1/04/2020,April,2020,Jumeirah Beach Residence,Apartment,0,"850,000","1,166","60,000"
1/05/2020,May,2020,Jumeirah Beach Residence,Apartment,0,"747,500","1,035","60,000"
1/06/2020,June,2020,Jumeirah Beach Residence,Apartment,0,"890,000","1,239","58,000"
1/07/2020,July,2020,Jumeirah Beach Residence,Apartment,0,"862,500","1,190","55,000"
1/08/2020,August,2020,Jumeirah Beach Residence,Apartment,0,"580,000",812,"55,000"
1/09/2020,September,2020,Jumeirah Beach Residence,Apartment,0,"625,000",875,"55,000"
1/10/2020,October,2020,Jumeirah Beach Residence,Apartment,0,"800,000","1,111","50,000"
1/11/2020,November,2020,Jumeirah Beach Residence,Apartment,0,"630,000",857,"54,000"
1/12/2020,December,2020,Jumeirah Beach Residence,Apartment,0,"724,000",816,"50,000"
1/01/2021,January,2021,Jumeirah Beach Residence,Apartment,0,"849,500","1,143","50,000"
1/02/2021,February,2021,Jumeirah Beach Residence,Apartment,0,"800,000","1,111","50,000"
1/03/2021,March,2021,Jumeirah Beach Residence,Apartment,0,"675,556",892,"50,000"
1/03/2019,March,2019,Jumeirah Beach Residence,Apartment,1,"1,075,000","1,122","81,500"
1/04/2019,April,2019,Jumeirah Beach Residence,Apartment,1,"1,020,000",947,"81,500"
1/05/2019,May,2019,Jumeirah Beach Residence,Apartment,1,"700,000",847,"85,550"
1/06/2019,June,2019,Jumeirah Beach Residence,Apartment,1,"950,000",863,"65,000"
1/07/2019,July,2019,Jumeirah Beach Residence,Apartment,1,"1,150,000",987,"70,000"
1/08/2019,August,2019,Jumeirah Beach Residence,Apartment,1,"1,132,500",874,"70,500"
1/09/2019,September,2019,Jumeirah Beach Residence,Apartment,1,"1,025,000",880,"74,000"
1/10/2019,October,2019,Jumeirah Beach Residence,Apartment,1,"1,005,000",962,"85,000"
1/11/2019,November,2019,Jumeirah Beach Residence,Apartment,1,"950,000",917,"80,000"
1/12/2019,December,2019,Jumeirah Beach Residence,Apartment,1,"975,000","1,104","70,000"
1/01/2020,January,2020,Jumeirah Beach Residence,Apartment,1,"1,025,000",901,"60,000"
1/02/2020,February,2020,Jumeirah Beach Residence,Apartment,1,"850,000",804,"83,500"
1/03/2020,March,2020,Jumeirah Beach Residence,Apartment,1,"985,000",866,"80,000"
1/04/2020,April,2020,Jumeirah Beach Residence,Apartment,1,"865,000",920,"65,000"
1/05/2020,May,2020,Jumeirah Beach Residence,Apartment,1,"750,000",957,"77,000"
1/06/2020,June,2020,Jumeirah Beach Residence,Apartment,1,"1,112,500",865,"65,000"
1/07/2020,July,2020,Jumeirah Beach Residence,Apartment,1,"950,000",821,"75,000"
1/08/2020,August,2020,Jumeirah Beach Residence,Apartment,1,"1,150,000",959,"68,000"
1/09/2020,September,2020,Jumeirah Beach Residence,Apartment,1,"1,075,000",751,"50,000"
1/10/2020,October,2020,Jumeirah Beach Residence,Apartment,1,"760,000",709,"62,500"
1/11/2020,November,2020,Jumeirah Beach Residence,Apartment,1,"910,000",711,"50,000"
1/12/2020,December,2020,Jumeirah Beach Residence,Apartment,1,"871,420",868,"53,500"
1/01/2021,January,2021,Jumeirah Beach Residence,Apartment,1,"1,000,000",909,"70,000"
1/02/2021,February,2021,Jumeirah Beach Residence,Apartment,1,"895,000","1,050","55,000"
1/03/2021,March,2021,Jumeirah Beach Residence,Apartment,1,"1,070,000",999,"65,000"
1/04/2019,April,2019,Jumeirah Beach Residence,Apartment,2,"1,750,000",917,"95,000"
1/05/2019,May,2019,Jumeirah Beach Residence,Apartment,2,"1,400,000","1,038","100,000"
